Time_s,Current_A,Voltage_V,SoC,OCV_Model_V,R0_True_Ohm
60.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
60.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
61.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
61.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
62.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
62.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
63.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
63.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
64.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
64.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
65.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
65.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
66.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
66.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
67.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
67.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
68.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
68.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
69.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
69.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
70.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
70.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
71.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
71.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
72.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
72.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
73.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
73.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
74.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
74.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
75.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
75.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
76.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
76.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
77.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
77.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
78.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
78.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
79.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
79.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
80.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
80.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
81.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
81.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
82.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
82.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
83.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
83.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
84.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
84.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
85.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
85.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
86.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
86.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
87.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
87.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
88.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
88.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
89.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
89.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
90.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
90.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
91.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
91.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
92.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
92.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
93.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
93.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
94.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
94.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
95.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
95.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
96.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
96.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
97.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
97.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
98.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
98.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
99.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
99.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
100.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
100.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
101.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
101.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
102.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
102.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
103.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
103.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
104.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
104.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
105.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
105.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
106.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
106.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
107.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
107.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
108.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
108.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
109.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
109.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
110.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
110.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
111.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
111.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
112.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
112.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
113.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
113.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
114.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
114.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
115.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
115.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
116.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
116.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
117.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
117.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
118.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
118.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
119.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
119.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
120.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
120.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
121.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
121.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
122.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
122.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
123.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
123.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
124.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
124.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
125.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
125.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
126.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
126.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
127.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
127.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
128.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
128.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
129.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
129.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
130.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
130.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
131.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
131.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
132.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
132.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
133.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
133.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
134.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
134.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
135.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
135.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
136.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
136.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
137.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
137.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
138.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
138.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
139.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
139.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
140.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
140.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
141.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
141.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
142.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
142.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
143.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
143.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
144.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
144.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
145.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
145.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
146.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
146.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
147.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
147.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
148.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
148.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
149.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
149.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
150.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
150.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
151.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
151.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
152.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
152.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
153.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
153.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
154.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
154.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
155.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
155.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
156.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
156.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
157.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
157.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
158.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
158.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
159.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
159.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
160.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
160.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
161.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
161.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
162.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
162.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
163.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
163.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
164.0,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
164.5,0.0,4.160302461821606,0.9611111111111095,4.160302461821606,0.009222222222222189
