Time_s,Current_A,Voltage_V,SoC,OCV_V,True_R0_Ohm
35.0,35.0,3.6628963337054774,0.9773148148148139,4.181101484508381,0.014805861451511526
36.0,35.0,3.6628368390311636,0.9766666666666657,4.180586157675742,0.014792837675559372
37.0,35.0,3.6627909390474858,0.9760185185185175,4.180071883626839,0.014779455559410098
38.0,35.0,3.662758446277276,0.9753703703703693,4.17955863677318,0.014765719728454398
39.0,35.0,3.6627391732433674,0.9747222222222212,4.1790463915262706,0.014751634808082954
40.0,35.0,3.6627329324685913,0.974074074074073,4.1785351222976175,0.014737205423686457
41.0,35.0,3.662739536475779,0.9734259259259248,4.178024803498725,0.014722436200655598
42.0,35.0,3.662758797787764,0.9727777777777766,4.177515409541101,0.014707331764381062
43.0,35.0,3.6627905289273794,0.9721296296296285,4.177006914836253,0.014691896740253544
44.0,35.0,3.662834542417456,0.9714814814814803,4.176499293795686,0.014676135753663727
45.0,35.0,3.662890650780826,0.9708333333333321,4.175992520830906,0.014660053430002297
46.0,35.0,3.662958666540322,0.9701851851851839,4.175486570353421,0.014643654394659951
47.0,35.0,3.663038402218779,0.9695370370370358,4.174981416774737,0.014626943273027378
48.0,35.0,3.663129670339024,0.9688888888888876,4.174477034506358,0.014609924690495258
49.0,35.0,3.663232283423895,0.9682407407407394,4.173973397959795,0.014592603272454287
50.0,35.0,3.6633460539962197,0.9675925925925912,4.17347048154655,0.014574983644295152
51.0,35.0,3.6634707945788336,0.966944444444443,4.172968259678132,0.01455707043140854
52.0,35.0,3.6636063176945663,0.9662962962962949,4.172466706766047,0.014538868259185144
53.0,35.0,3.663752435866252,0.9656481481481467,4.1719657972218,0.014520381753015649
54.0,35.0,3.663908961616723,0.9649999999999985,4.171465505456899,0.014501615538290744
55.0,35.0,3.66407570746881,0.9643518518518504,4.170965805882849,0.014482574240401119
56.0,35.0,3.664252485945347,0.9637037037037022,4.170466672911158,0.014463262484737465
57.0,35.0,3.6644391095691655,0.963055555555554,4.169968080953332,0.014443684896690467
58.0,35.0,3.664635390863098,0.9624074074074058,4.169470004420877,0.014423846101650812
59.0,35.0,3.6648411423499763,0.9617592592592576,4.168972417725298,0.014403750725009195
60.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
61.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
62.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
63.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
64.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
65.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
66.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
67.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
68.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
69.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
70.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
71.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
72.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
73.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
74.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
75.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
76.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
77.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
78.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
79.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
80.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
81.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
82.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
83.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
84.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
85.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
86.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
87.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
88.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
89.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
90.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
91.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
92.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
93.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
94.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
95.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
96.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
97.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
98.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
99.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
100.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
101.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
102.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
103.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
104.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
105.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
106.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
107.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
108.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
109.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
110.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
111.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
112.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
113.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
114.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
115.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
116.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
117.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
118.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
119.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
120.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
121.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
122.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
123.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
124.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
125.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
126.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
127.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
128.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
129.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
130.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
131.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
132.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
133.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
134.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
135.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
136.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
137.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
138.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
139.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
140.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
141.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
142.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
143.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
144.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
145.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
146.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
147.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
148.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
149.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
150.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
151.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
152.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
153.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
154.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
155.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
156.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
157.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
158.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
159.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
160.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
161.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
162.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
163.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
164.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
165.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
166.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
167.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
168.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
169.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
170.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
171.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
172.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
173.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
174.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
175.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
176.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
177.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
178.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
179.0,0.0,4.168475295278103,0.9611111111111095,4.168475295278103,0.014383403392156303
180.0,35.0,3.665056176552633,0.9611111111111095,4.168475295278103,0.014383403392156303
181.0,35.0,3.6652803059939005,0.9604629629629613,4.167978611490799,0.014362808728482822
182.0,35.0,3.665513343196612,0.9598148148148131,4.167482340774892,0.014341971359379445
183.0,35.0,3.6657551006835987,0.959166666666665,4.1669864575418885,0.014320895910236855
184.0,35.0,3.666005390977692,0.9585185185185168,4.166490936203293,0.014299587006445744
185.0,35.0,3.6662640266017252,0.9578703703703686,4.165995751170613,0.014278049273396803
186.0,35.0,3.666530820078532,0.9572222222222204,4.165500876855357,0.014256287336480718
187.0,35.0,3.666805583930942,0.9565740740740722,4.165006287669028,0.014234305821088178
188.0,35.0,3.66708813068179,0.9559259259259241,4.164511958023136,0.014212109352609872
189.0,35.0,3.6673782728539064,0.9552777777777759,4.1640178623291835,0.014189702556436489
190.0,35.0,3.6676758229701245,0.9546296296296277,4.16352397499868,0.01416709005795872
191.0,35.0,3.6679805935532763,0.9539814814814795,4.16303027044313,0.01414427648256725
192.0,35.0,3.668292397126194,0.9533333333333314,4.162536723074041,0.014121266455652771
193.0,35.0,3.66861104621171,0.9526851851851832,4.162043307302919,0.014098064602605967
194.0,35.0,3.668936353332657,0.952037037037035,4.161549997541271,0.014074675548817537
195.0,35.0,3.6692681310118664,0.9513888888888868,4.161056768200602,0.014051103919678159
196.0,35.0,3.669606191772171,0.9507407407407387,4.1605635936924195,0.014027354340578526
197.0,35.0,3.669950348136404,0.9500925925925905,4.160070448428231,0.014003431436909323
198.0,35.0,3.6703004126273964,0.9494444444444423,4.15957730681954,0.01397933983406125
199.0,35.0,3.670656197767981,0.9487962962962941,4.159084143277855,0.013955084157424984
200.0,35.0,3.671017516080989,0.948148148148146,4.158590932214682,0.013930669032391214
201.0,35.0,3.6713841800892544,0.9474999999999978,4.158097648041527,0.013906099084350637
202.0,35.0,3.671756002315609,0.9468518518518496,4.157604265169897,0.013881378938693938
203.0,35.0,3.6721327952828844,0.9462037037037014,4.157110758011298,0.013856513220811805
204.0,35.0,3.6725143715139135,0.9455555555555533,4.156617100977236,0.013831506556094927
205.0,35.0,3.6729005435315285,0.9449074074074051,4.156123268479218,0.013806363569933996
206.0,35.0,3.673291123858561,0.9442592592592569,4.1556292349287505,0.013781088887719693
207.0,35.0,3.673685925017846,0.9436111111111087,4.155134974737341,0.013755687134842714
208.0,35.0,3.674084759532212,0.9429629629629606,4.154640462316493,0.013730162936693747
209.0,35.0,3.6744874399244933,0.9423148148148124,4.154145672077715,0.01370452091866348
210.0,35.0,3.6748937787175224,0.9416666666666642,4.153650578432513,0.013678765706142598
211.0,35.0,3.6753035884341303,0.941018518518516,4.153155155792393,0.013652901924521793
212.0,35.0,3.6757166815971503,0.9403703703703679,4.1526593785688615,0.013626934199191754
213.0,35.0,3.676132870729415,0.9397222222222197,4.152163221173426,0.01360086715554317
214.0,35.0,3.6765519683537566,0.9390740740740715,4.151666658017592,0.01357470541896673
215.0,35.0,3.676973786993007,0.9384259259259233,4.151169663512866,0.013548453614853125
216.0,35.0,3.6773981391699975,0.9377777777777752,4.150672212070754,0.013522116368593039
217.0,35.0,3.677824837407562,0.937129629629627,4.150174278102763,0.013495698305577161
218.0,35.0,3.6782536942285327,0.9364814814814788,4.149675836020399,0.013469204051196183
219.0,35.0,3.6786845221557405,0.9358333333333306,4.149176860235168,0.013442638230840794
220.0,35.0,3.679117133712019,0.9351851851851825,4.148677325158578,0.01341600546990168
221.0,35.0,3.6795513414201997,0.9345370370370343,4.148177205202133,0.013389310393769529
222.0,35.0,3.6799869578031155,0.9338888888888861,4.147676474777342,0.013362557627835036
223.0,35.0,3.6804237953835983,0.9332407407407379,4.147175108295709,0.01333575179748888
224.0,35.0,3.680861666684482,0.9325925925925898,4.1466730801687435,0.01330889752812176
225.0,35.0,3.6813003842285945,0.9319444444444416,4.146170364807947,0.013281999445124358
226.0,35.0,3.6817397605387736,0.9312962962962934,4.145666936624831,0.013255062173887368
227.0,35.0,3.682179608137849,0.9306481481481452,4.1451627700309,0.013228090339801473
228.0,35.0,3.6826197395486515,0.929999999999997,4.144657839437659,0.013201088568257366
229.0,35.0,3.6830599672940165,0.9293518518518489,4.144152119256617,0.013174061484645736
230.0,35.0,3.6835001038967743,0.9287037037037007,4.1436455838992785,0.013147013714357269
231.0,35.0,3.6839399618797577,0.9280555555555525,4.143138207777151,0.013119949882782657
232.0,35.0,3.684379353765797,0.9274074074074043,4.1426299653017375,0.013092874615312585
233.0,35.0,3.6848180920777294,0.9267592592592562,4.142120830884551,0.013065792537337747
234.0,35.0,3.685255989338383,0.926111111111108,4.141610778937092,0.013038708274248825
235.0,35.0,3.685692858070592,0.9254629629629598,4.14109978387087,0.013011626451436513
236.0,35.0,3.686128510797186,0.9248148148148116,4.140587820097388,0.012984551694291496
237.0,35.0,3.6865627600410003,0.9241666666666635,4.140074862028157,0.012957488628204467
238.0,35.0,3.6869954183248677,0.9235185185185153,4.139560884074681,0.012930441878566113
239.0,35.0,3.6874262981716157,0.9228703703703671,4.139045860648465,0.01290341607076712
240.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
241.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
242.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
243.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
244.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
245.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
246.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
247.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
248.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
249.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
250.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
251.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
252.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
253.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
254.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
255.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
256.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
257.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
258.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
259.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
260.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
261.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
262.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
263.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
264.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
265.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
266.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
267.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
268.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
269.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
270.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
271.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
272.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
273.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
274.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
275.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
276.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
277.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
278.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
279.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
280.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
281.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
282.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
283.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
284.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
285.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
286.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
287.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
288.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
289.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
290.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
291.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
292.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
293.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
294.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
295.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
296.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
297.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
298.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
299.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
300.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
301.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
302.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
303.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
304.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
305.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
306.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
307.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
308.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
309.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
310.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
311.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
312.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
313.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
314.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
315.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
316.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
317.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
318.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
319.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
320.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
321.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
322.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
323.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
324.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
325.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
326.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
327.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
328.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
329.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
330.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
331.0,0.0,4.138529766161019,0.922222222222219,4.138529766161019,0.012876415830198183
